Name,Alternating,DT Name,DT Rank,DT Notation,Conway Notation,Gauss Notation,PD Notation,Crossing Number,Unknotting Number,Bridge Index,Braid Index,Braid Length,Braid Notation,Symmetry Type,Full Symmetry Group,Montesinos Notation
11a_33,Y,11a_33,283,[4; 8; 14; 2; 16; 18; 20; 6; 10; 22; 12],[213;21;2],{-1; 2; -3; 1; -4; 5; -2; 3; -6; 7; -8; 9; -10; 4; -5; 6; -7; 8; -11; 10; -9; 11},[[4;2;5;1];[8;4;9;3];[16;9;17;10];[14;5;15;6];[6;15;7;16];[18;11;19;12];[10;17;11;18];[22;19;1;20];[20;14;21;13];[12;22;13;21];[2;8;3;7]],11,2,3,4,11,{1;1;-2;-2;1;-2;-2;-2;3;-2;3},reversible,D1,K(1/2;2/3;3/11)
11a_34,Y,11a_34,284,[4; 8; 14; 2; 16; 18; 20; 6; 22; 12; 10],[3111;21;2],{-1; 2; -3; 1; -4; 5; -2; 3; -6; 7; -8; 9; -10; 4; -5; 6; -11; 8; -9; 10; -7; 11},[[4;2;5;1];[8;4;9;3];[16;9;17;10];[14;5;15;6];[6;15;7;16];[22;17;1;18];[18;12;19;11];[10;22;11;21];[20;14;21;13];[12;20;13;19];[2;8;3;7]],11,1,3,4,11,{1;1;1;-2;1;-2;3;-2;-2;3;3},reversible,D1,K(1/2;2/3;7/11)
11a_35,Y,11a_35,285,[4; 8; 14; 2; 16; 18; 22; 6; 20; 12; 10],[2112;21;2],{-1; 2; -3; 1; -4; 5; -2; 3; -6; 7; -8; 9; -10; 4; -5; 6; -11; 8; -9; 11; -7; 10},[[4;2;5;1];[8;4;9;3];[16;9;17;10];[14;5;15;6];[6;15;7;16];[22;13;1;14];[10;21;11;22];[18;12;19;11];[20;18;21;17];[12;20;13;19];[2;8;3;7]],11,1,3,4,11,{1;1;-2;1;-2;-2;3;-2;-2;3;3},reversible,D1,K(1/2;2/3;5/13)
11a_36,Y,11a_36,286,[4; 8; 14; 2; 16; 20; 6; 12; 22; 10; 18],[221;21;2+],{-1; 2; -3; 1; -4; 5; -2; 3; -6; 7; -8; 9; -5; 4; -9; 6; -10; 11; -7; 8; -11; 10},[[4;2;5;1];[8;4;9;3];[14;6;15;5];[16;9;17;10];[20;11;21;12];[22;17;1;18];[18;21;19;22];[10;19;11;20];[12;15;13;16];[6;14;7;13];[2;8;3;7]],11,2,3,5,14,{-1;-1;-1;-2;1;-2;-2;-3;2;4;3;3;3;4},reversible,D1,K(1/2;2/3;12/7)
11a_37,Y,11a_37,287,[4; 8; 14; 2; 16; 20; 18; 6; 22; 12; 10],[411;21;2],{-1; 2; -3; 1; -4; 5; -2; 3; -6; 7; -8; 9; -10; 4; -5; 6; -11; 10; -9; 8; -7; 11},[[4;2;5;1];[8;4;9;3];[16;9;17;10];[14;5;15;6];[6;15;7;16];[22;17;1;18];[18;14;19;13];[20;12;21;11];[12;20;13;19];[10;22;11;21];[2;8;3;7]],11,2,3,5,12,{1;1;2;-1;-3;2;-3;4;-3;-3;4;4},reversible,D1,K(1/2;2/3;5/9)
11a_38,Y,11a_38,288,[4; 8; 14; 2; 18; 16; 20; 6; 10; 22; 12],[(3;21)(21;2)],{-1; 2; -3; 1; -4; 5; -2; 3; -6; 7; -8; 9; -10; 4; -5; 8; -7; 6; -11; 10; -9; 11},[[4;2;5;1];[8;4;9;3];[16;11;17;12];[14;5;15;6];[6;15;7;16];[18;9;19;10];[10;17;11;18];[22;19;1;20];[20;14;21;13];[12;22;13;21];[2;8;3;7]],11,2,3,5,14,{-1;-1;-2;1;-3;2;1;-3;-3;2;4;-3;2;4},chiral,1,Not Montesinos
11a_39,Y,11a_39,289,[4; 8; 14; 2; 18; 20; 6; 22; 12; 10; 16],[312;21;2],{-1; 2; -3; 1; -4; 5; -2; 3; -6; 7; -8; 9; -5; 4; -10; 11; -9; 6; -7; 8; -11; 10},[[4;2;5;1];[8;4;9;3];[14;6;15;5];[18;9;19;10];[20;11;21;12];[22;16;1;15];[10;19;11;20];[16;22;17;21];[12;17;13;18];[6;14;7;13];[2;8;3;7]],11,2,3,5,12,{-1;-1;-1;2;-1;-3;2;4;3;3;3;4},reversible,D1,K(1/2;2/3;4/11)
11a_40,Y,11a_40,290,[4; 8; 14; 2; 18; 20; 16; 6; 22; 10; 12],[41;21;2+],{-1; 2; -3; 1; -4; 5; -2; 3; -6; 7; -8; 9; -10; 4; -5; 10; -11; 6; -7; 8; -9; 11},[[4;2;5;1];[8;4;9;3];[16;13;17;14];[14;5;15;6];[6;15;7;16];[22;18;1;17];[18;10;19;9];[20;12;21;11];[10;20;11;19];[12;22;13;21];[2;8;3;7]],11,2,3,4,11,{1;1;1;1;-2;1;3;-2;-2;3;3},reversible,D1,K(1/2;2/3;9/5)
11a_41,Y,11a_41,291,[4; 8; 14; 2; 18; 20; 16; 6; 22; 12; 10],[311;21;2+],{-1; 2; -3; 1; -4; 5; -2; 3; -6; 7; -8; 9; -10; 4; -5; 10; -11; 6; -9; 8; -7; 11},[[4;2;5;1];[8;4;9;3];[16;13;17;14];[14;5;15;6];[6;15;7;16];[22;18;1;17];[18;10;19;9];[10;22;11;21];[20;12;21;11];[12;20;13;19];[2;8;3;7]],11,1,3,5,12,{1;1;2;-1;2;-3;2;4;-3;-3;4;4},reversible,D1,K(1/2;2/3;11/7)
11a_42,Y,11a_42,292,[4; 8; 14; 2; 20; 16; 6; 12; 22; 10; 18],[22;21;2++],{-1; 2; -3; 1; -4; 5; -2; 3; -6; 7; -8; 9; -5; 4; -9; 8; -10; 11; -7; 6; -11; 10},[[4;2;5;1];[8;4;9;3];[14;6;15;5];[20;9;21;10];[22;18;1;17];[18;22;19;21];[16;11;17;12];[12;15;13;16];[10;19;11;20];[6;14;7;13];[2;8;3;7]],11,2,3,6,13,{1;1;2;-1;2;1;-3;2;4;-3;-5;4;-5},reversible,D1,K(1/2;2/3;12/5)
11a_43,Y,11a_43,293,[4; 8; 14; 2; 20; 16; 6; 18; 12; 22; 10],[21;21;21;2],{-1; 2; -3; 1; -4; 5; -2; 3; -6; 7; -8; 9; -5; 4; -10; 8; -9; 10; -11; 6; -7; 11},[[4;2;5;1];[8;4;9;3];[14;6;15;5];[18;16;19;15];[16;12;17;11];[12;18;13;17];[22;20;1;19];[20;10;21;9];[10;22;11;21];[6;14;7;13];[2;8;3;7]],11,3,4,5,14,{1;1;2;-1;2;1;-3;2;4;3;3;3;4;4},reversible,D2,K(1/2;2/3;2/3;2/3)
11a_44,Y,11a_44,294,[4; 8; 14; 2; 20; 16; 18; 6; 12; 22; 10],[3;21;21;2],{-1; 2; -3; 1; -4; 5; -2; 3; -6; 7; -8; 9; -10; 4; -5; 8; -9; 10; -11; 6; -7; 11},[[4;2;5;1];[8;4;9;3];[16;11;17;12];[14;5;15;6];[6;15;7;16];[22;20;1;19];[20;10;21;9];[10;22;11;21];[18;13;19;14];[12;17;13;18];[2;8;3;7]],11,2,4,4,13,{-1;-1;-1;-1;-2;-2;1;3;2;2;2;3;3},reversible,D1,K(1/2;2/3;2/3;1/3)
11a_45,Y,11a_45,295,[4; 8; 14; 2; 20; 18; 6; 22; 12; 10; 16],[42;21;2],{-1; 2; -3; 1; -4; 5; -2; 3; -6; 7; -8; 9; -5; 4; -10; 11; -9; 8; -7; 6; -11; 10},[[4;2;5;1];[8;4;9;3];[14;6;15;5];[20;9;21;10];[22;16;1;15];[16;22;17;21];[18;11;19;12];[12;17;13;18];[10;19;11;20];[6;14;7;13];[2;8;3;7]],11,[2;3],3,6,13,{1;1;-2;1;3;2;2;-4;3;-4;-5;4;-5},reversible,D1,K(1/2;2/3;4/9)
11a_46,Y,11a_46,296,[4; 8; 14; 2; 20; 18; 16; 6; 12; 22; 10],[21;21;2+++],{-1; 2; -3; 1; -4; 5; -2; 3; -6; 7; -8; 9; -10; 4; -5; 10; -9; 8; -11; 6; -7; 11},[[4;2;5;1];[8;4;9;3];[16;13;17;14];[14;5;15;6];[6;15;7;16];[18;11;19;12];[12;17;13;18];[22;20;1;19];[20;10;21;9];[10;22;11;21];[2;8;3;7]],11,2,3,5,12,{1;1;-2;1;-2;-3;2;4;-3;-3;4;4},reversible,D2,K(1/2;2/3;11/3)
11a_47,Y,11a_47,297,[4; 8; 14; 2; 20; 22; 18; 6; 12; 16; 10],[21;3;21;2],{-1; 2; -3; 1; -4; 5; -2; 3; -6; 7; -8; 9; -10; 4; -5; 11; -9; 10; -11; 6; -7; 8},[[4;2;5;1];[8;4;9;3];[20;9;21;10];[14;5;15;6];[6;15;7;16];[18;14;19;13];[16;20;17;19];[12;18;13;17];[22;11;1;12];[10;21;11;22];[2;8;3;7]],11,2,4,4,11,{1;1;-2;-2;1;3;-2;-2;-2;3;3},reversible,D2,K(1/2;2/3;1/3;2/3)
11a_48,Y,11a_48,298,[4; 8; 14; 10; 2; 16; 20; 6; 22; 12; 18],[221;22;2],{-1; 2; -3; 1; -4; 5; -6; 3; -2; 6; -7; 8; -9; 4; -5; 7; -10; 11; -8; 9; -11; 10},[[4;2;5;1];[10;8;11;7];[8;3;9;4];[2;9;3;10];[16;11;17;12];[14;5;15;6];[6;15;7;16];[20;13;21;14];[22;17;1;18];[18;21;19;22];[12;19;13;20]],11,2,3,5,12,{-1;-1;-1;-2;1;-2;3;-2;-2;-4;3;-4},reversible,D1,K(1/2;2/5;5/7)
11a_49,Y,11a_49,299,[4; 8; 14; 10; 2; 18; 6; 20; 22; 12; 16],[(22;2)(3;2)],{-1; 2; -3; 1; -4; 5; -6; 3; -2; 6; -7; 8; -5; 4; -9; 10; -11; 7; -8; 9; -10; 11},[[4;2;5;1];[10;8;11;7];[8;3;9;4];[2;9;3;10];[14;6;15;5];[20;16;21;15];[18;12;19;11];[12;20;13;19];[22;18;1;17];[16;22;17;21];[6;14;7;13]],11,[2;3],3,5,12,{1;1;1;-2;1;1;3;2;2;-4;3;-4},chiral,1,Not Montesinos
11a_50,Y,11a_50,300,[4; 8; 14; 10; 2; 18; 6; 22; 20; 12; 16],[23;22;2],{-1; 2; -3; 1; -4; 5; -6; 3; -2; 6; -7; 8; -5; 4; -9; 10; -11; 7; -8; 11; -10; 9},[[4;2;5;1];[10;8;11;7];[8;3;9;4];[2;9;3;10];[14;6;15;5];[20;18;21;17];[18;12;19;11];[12;20;13;19];[22;16;1;15];[16;22;17;21];[6;14;7;13]],11,2,3,6,13,{1;1;1;2;-1;-3;2;4;3;3;-5;4;-5},reversible,D1,K(1/2;2/5;2/7)
11a_51,Y,11a_51,301,[4; 8; 14; 10; 2; 20; 16; 6; 22; 12; 18],[22;22;2+],{-1; 2; -3; 1; -4; 5; -6; 3; -2; 6; -7; 8; -9; 4; -5; 9; -10; 11; -8; 7; -11; 10},[[4;2;5;1];[10;8;11;7];[8;3;9;4];[2;9;3;10];[16;13;17;14];[14;5;15;6];[6;15;7;16];[20;11;21;12];[22;18;1;17];[18;22;19;21];[12;19;13;20]],11,2,3,6,11,{-1;2;-1;-3;2;4;-3;-3;-5;4;-5},reversible,D2,K(1/2;2/5;7/5)
11a_52,Y,11a_52,302,[4; 8; 14; 12; 2; 18; 22; 20; 10; 16; 6],[.22.210],{-1; 2; -3; 1; -4; 5; -6; 3; -2; 7; -8; 6; -9; 4; -10; 11; -7; 8; -11; 10; -5; 9},[[4;2;5;1];[12;8;13;7];[8;3;9;4];[2;9;3;10];[22;13;1;14];[14;5;15;6];[6;21;7;22];[18;12;19;11];[20;16;21;15];[16;20;17;19];[10;18;11;17]],11,2,3,5,14,{1;1;1;2;-1;2;-3;2;-3;-3;-2;-4;3;-4},chiral,1,Not Montesinos
11a_53,Y,11a_53,303,[4; 8; 14; 16; 2; 18; 20; 22; 10; 12; 6],[.4.210],{-1; 2; -3; 1; -4; 5; -6; 3; -2; 7; -8; 9; -10; 4; -11; 6; -7; 8; -9; 10; -5; 11},[[4;2;5;1];[22;16;1;15];[8;3;9;4];[2;9;3;10];[16;7;17;8];[10;17;11;18];[14;6;15;5];[18;11;19;12];[20;13;21;14];[12;19;13;20];[6;21;7;22]],11,[2;3],3,4,11,{-1;-1;-1;-1;2;-1;2;-1;-3;2;-3},chiral,1,Not Montesinos
11a_54,Y,11a_54,304,[4; 8; 14; 16; 2; 18; 20; 22; 12; 10; 6],[.31.210],{-1; 2; -3; 1; -4; 5; -6; 3; -2; 7; -8; 9; -10; 4; -11; 6; -9; 8; -7; 10; -5; 11},[[4;2;5;1];[18;11;19;12];[8;3;9;4];[2;9;3;10];[14;6;15;5];[20;13;21;14];[22;16;1;15];[16;7;17;8];[12;17;13;18];[10;19;11;20];[6;21;7;22]],11,2,3,5,12,{-1;-1;-2;1;-2;3;-2;3;-2;-4;3;-4},chiral,1,Not Montesinos
11a_55,Y,11a_55,305,[4; 8; 16; 2; 18; 20; 22; 6; 14; 10; 12],[5;21;2+],{-1; 2; -3; 1; -4; 5; -2; 3; -6; 7; -8; 9; -10; 11; -5; 4; -11; 6; -7; 8; -9; 10},[[4;2;5;1];[8;4;9;3];[16;6;17;5];[18;9;19;10];[20;11;21;12];[22;13;1;14];[10;19;11;20];[12;21;13;22];[14;17;15;18];[6;16;7;15];[2;8;3;7]],11,2,3,4,11,{1;1;-2;1;3;-2;-2;-2;-2;-2;3},reversible,D1,K(1/2;2/3;6/5)
11a_56,Y,11a_56,306,[4; 8; 16; 2; 18; 20; 22; 6; 14; 12; 10],[32;21;2+],{-1; 2; -3; 1; -4; 5; -2; 3; -6; 7; -8; 9; -10; 11; -5; 4; -11; 6; -9; 8; -7; 10},[[4;2;5;1];[8;4;9;3];[16;6;17;5];[18;9;19;10];[22;13;1;14];[10;21;11;22];[20;11;21;12];[12;19;13;20];[14;17;15;18];[6;16;7;15];[2;8;3;7]],11,1,3,5,14,{1;1;2;-1;2;1;-3;2;-3;-3;-3;-4;3;-4},reversible,D1,K(1/2;2/3;10/7)
11a_57,Y,11a_57,307,[4; 8; 16; 2; 20; 22; 18; 6; 12; 14; 10],[3;3;21;2],{-1; 2; -3; 1; -4; 5; -2; 3; -6; 7; -8; 9; -10; 11; -5; 4; -9; 10; -11; 6; -7; 8},[[4;2;5;1];[8;4;9;3];[16;6;17;5];[20;9;21;10];[22;11;1;12];[10;21;11;22];[14;19;15;20];[18;13;19;14];[12;17;13;18];[6;16;7;15];[2;8;3;7]],11,2,4,4,13,{-1;-1;-1;-1;2;2;1;3;-2;-2;-2;3;3},reversible,D1,K(1/2;2/3;1/3;1/3)
11a_58,Y,11a_58,308,[4; 8; 16; 2; 20; 22; 18; 6; 14; 12; 10],[3;21;2+++],{-1; 2; -3; 1; -4; 5; -2; 3; -6; 7; -8; 9; -10; 11; -5; 4; -11; 10; -9; 6; -7; 8},[[4;2;5;1];[8;4;9;3];[16;6;17;5];[20;9;21;10];[22;11;1;12];[10;21;11;22];[18;13;19;14];[14;17;15;18];[12;19;13;20];[6;16;7;15];[2;8;3;7]],11,2,3,5,12,{1;1;-2;1;-2;-3;2;4;-3;-3;-3;4},reversible,D1,K(1/2;2/3;10/3)
11a_59,Y,11a_59,309,[4; 8; 16; 2; 22; 20; 18; 6; 14; 12; 10],[2612],{-1; 2; -3; 1; -4; 5; -2; 3; -6; 7; -8; 9; -10; 11; -5; 4; -11; 10; -9; 8; -7; 6},[[4;2;5;1];[8;4;9;3];[16;6;17;5];[22;9;1;10];[20;11;21;12];[18;13;19;14];[14;17;15;18];[12;19;13;20];[10;21;11;22];[6;16;7;15];[2;8;3;7]],11,2,2,6,13,{1;1;-2;1;-2;-3;2;-3;-4;3;5;-4;5},reversible,D2,K(23/43)
11a_60,Y,11a_60,310,[4; 8; 16; 10; 2; 18; 20; 6; 22; 12; 14],[41;22;2],{-1; 2; -3; 1; -4; 5; -6; 3; -2; 6; -7; 8; -9; 10; -5; 4; -11; 7; -8; 9; -10; 11},[[4;2;5;1];[10;8;11;7];[8;3;9;4];[2;9;3;10];[16;6;17;5];[22;18;1;17];[18;12;19;11];[20;14;21;13];[12;20;13;19];[14;22;15;21];[6;16;7;15]],11,[2;3],3,5,12,{1;1;1;1;-2;1;3;2;2;-4;3;-4},reversible,D1,K(1/2;2/5;4/5)
11a_61,Y,11a_61,311,[4; 8; 16; 10; 2; 18; 20; 6; 22; 14; 12],[311;22;2],{-1; 2; -3; 1; -4; 5; -6; 3; -2; 6; -7; 8; -9; 10; -5; 4; -11; 7; -10; 9; -8; 11},[[4;2;5;1];[10;8;11;7];[8;3;9;4];[2;9;3;10];[16;6;17;5];[22;18;1;17];[18;12;19;11];[12;22;13;21];[20;14;21;13];[14;20;15;19];[6;16;7;15]],11,2,3,6,13,{1;1;2;-1;2;-3;2;4;3;3;-5;4;-5},reversible,D1,K(1/2;2/5;4/7)
11a_62,Y,11a_62,312,[4; 8; 16; 10; 2; 18; 20; 22; 6; 12; 14],[5;22;2],{-1; 2; -3; 1; -4; 5; -6; 3; -2; 6; -7; 8; -9; 10; -11; 4; -5; 7; -8; 9; -10; 11},[[4;2;5;1];[10;8;11;7];[8;3;9;4];[2;9;3;10];[18;11;19;12];[16;5;17;6];[6;17;7;18];[20;13;21;14];[22;15;1;16];[12;19;13;20];[14;21;15;22]],11,3,3,4,11,{-1;-1;-1;-1;-1;2;-1;-1;-3;2;-3},reversible,D1,K(1/2;2/5;1/5)
11a_63,Y,11a_63,313,[4; 8; 16; 10; 2; 18; 20; 22; 6; 14; 12],[32;22;2],{-1; 2; -3; 1; -4; 5; -6; 3; -2; 6; -7; 8; -9; 10; -11; 4; -5; 7; -10; 9; -8; 11},[[4;2;5;1];[10;8;11;7];[8;3;9;4];[2;9;3;10];[18;11;19;12];[16;5;17;6];[6;17;7;18];[22;15;1;16];[12;21;13;22];[20;13;21;14];[14;19;15;20]],11,[2;3],3,5,12,{-1;-1;-2;1;-2;-2;3;-2;-2;-4;3;-4},reversible,D1,K(1/2;2/5;3/7)
11a_64,Y,11a_64,314,[4; 8; 16; 10; 2; 20; 22; 18; 6; 14; 12],[22;3;2++],{-1; 2; -3; 1; -4; 5; -6; 3; -2; 6; -7; 8; -9; 10; -11; 4; -5; 11; -10; 7; -8; 9},[[4;2;5;1];[10;8;11;7];[8;3;9;4];[2;9;3;10];[18;15;19;16];[16;5;17;6];[6;17;7;18];[20;11;21;12];[22;13;1;14];[12;21;13;22];[14;19;15;20]],11,[2;3],3,5,12,{-1;-1;-1;-1;-2;1;3;-2;-2;-4;3;-4},reversible,D1,K(1/2;1/3;12/5)
11a_65,Y,11a_65,315,[4; 8; 16; 10; 2; 22; 20; 18; 6; 14; 12],[2522],{-1; 2; -3; 1; -4; 5; -6; 3; -2; 6; -7; 8; -9; 10; -11; 4; -5; 11; -10; 9; -8; 7},[[4;2;5;1];[10;8;11;7];[8;3;9;4];[2;9;3;10];[18;15;19;16];[16;5;17;6];[6;17;7;18];[22;11;1;12];[20;13;21;14];[14;19;15;20];[12;21;13;22]],11,2,2,6,13,{-1;-1;-1;-2;1;-2;-3;2;4;-3;-5;4;-5},reversible,D2,K(32/59)
11a_66,Y,11a_66,316,[4; 8; 16; 12; 2; 18; 20; 22; 10; 6; 14],[.30.21.2],{-1; 2; -3; 1; -4; 5; -6; 3; -2; 7; -8; 6; -9; 10; -11; 4; -7; 8; -5; 9; -10; 11},[[4;2;5;1];[12;8;13;7];[8;3;9;4];[2;9;3;10];[20;13;21;14];[16;5;17;6];[6;19;7;20];[22;15;1;16];[14;21;15;22];[18;12;19;11];[10;18;11;17]],11,2,3,4,11,{-1;-1;-1;2;-1;2;2;-1;-3;2;-3},chiral,1,Not Montesinos
11a_67,Y,11a_67,317,[4; 8; 16; 12; 2; 18; 22; 20; 10; 6; 14],[.3.21.2],{-1; 2; -3; 1; -4; 5; -6; 3; -2; 7; -8; 6; -9; 10; -11; 4; -7; 8; -5; 11; -10; 9},[[4;2;5;1];[12;8;13;7];[8;3;9;4];[2;9;3;10];[20;15;21;16];[16;5;17;6];[6;19;7;20];[22;13;1;14];[14;21;15;22];[18;12;19;11];[10;18;11;17]],11,2,3,5,12,{-1;-1;-2;1;3;-2;3;3;-2;-4;3;-4},chiral,1,Not Montesinos
11a_68,Y,11a_68,318,[4; 8; 16; 14; 2; 18; 20; 22; 10; 12; 6],[.4.21],{-1; 2; -3; 1; -4; 5; -6; 3; -2; 7; -8; 9; -10; 6; -11; 4; -7; 8; -9; 10; -5; 11},[[4;2;5;1];[14;8;15;7];[8;3;9;4];[2;9;3;10];[22;15;1;16];[16;5;17;6];[6;21;7;22];[18;12;19;11];[20;14;21;13];[10;18;11;17];[12;20;13;19]],11,2,3,4,11,{-1;2;-1;2;2;2;2;-1;-3;2;-3},chiral,1,Not Montesinos
11a_69,Y,11a_69,319,[4; 8; 16; 14; 2; 18; 20; 22; 12; 10; 6],[.31.21],{-1; 2; -3; 1; -4; 5; -6; 3; -2; 7; -8; 9; -10; 6; -11; 4; -9; 8; -7; 10; -5; 11},[[4;2;5;1];[14;8;15;7];[8;3;9;4];[2;9;3;10];[22;15;1;16];[16;5;17;6];[6;21;7;22];[20;14;21;13];[10;20;11;19];[18;12;19;11];[12;18;13;17]],11,1,3,5,14,{1;1;2;-1;2;2;-3;2;-3;-3;-2;-4;3;-4},chiral,1,Not Montesinos
11a_70,Y,11a_70,320,[4; 8; 18; 12; 2; 16; 20; 6; 10; 22; 14],[.210.21.2],{-1; 2; -3; 1; -4; 5; -6; 3; -2; 7; -8; 6; -9; 10; -5; 8; -7; 4; -11; 9; -10; 11},[[4;2;5;1];[18;6;19;5];[8;3;9;4];[2;9;3;10];[16;11;17;12];[12;8;13;7];[6;16;7;15];[10;17;11;18];[22;20;1;19];[20;14;21;13];[14;22;15;21]],11,1,3,5,14,{1;1;1;-2;1;3;-2;-1;3;-4;3;-2;3;-4},chiral,1,Not Montesinos
11a_71,Y,11a_71,321,[4; 10; 12; 14; 2; 22; 18; 20; 6; 8; 16],[.2111.2],{-1; 2; -3; 1; -4; 5; -6; 7; -2; 3; -8; 4; -9; 6; -10; 11; -5; 9; -7; 10; -11; 8},[[4;2;5;1];[10;4;11;3];[22;11;1;12];[12;5;13;6];[6;18;7;17];[14;8;15;7];[18;13;19;14];[8;19;9;20];[16;22;17;21];[20;16;21;15];[2;10;3;9]],11,1,3,4,11,{1;1;-2;1;-2;1;-2;3;-2;3;3},chiral,1,Not Montesinos
11a_72,Y,11a_72,322,[4; 10; 12; 14; 2; 22; 18; 20; 8; 6; 16],[.2111.20],{-1; 2; -3; 1; -4; 5; -6; 7; -2; 3; -8; 4; -9; 6; -10; 11; -7; 9; -5; 10; -11; 8},[[4;2;5;1];[10;4;11;3];[22;11;1;12];[12;5;13;6];[18;14;19;13];[14;8;15;7];[6;19;7;20];[16;21;17;22];[20;15;21;16];[8;18;9;17];[2;10;3;9]],11,2,3,4,11,{1;1;-2;1;-2;3;-2;-2;3;-2;3},chiral,1,Not Montesinos
11a_73,Y,11a_73,323,[4; 10; 12; 14; 16; 2; 18; 20; 22; 6; 8],[8*211],{-1; 2; -3; 1; -4; 5; -6; 7; -8; 3; -2; 4; -9; 6; -10; 8; -11; 9; -5; 10; -7; 11},[[4;2;5;1];[12;6;13;5];[10;3;11;4];[2;11;3;12];[14;7;15;8];[22;17;1;18];[6;20;7;19];[8;21;9;22];[16;10;17;9];[18;13;19;14];[20;16;21;15]],11,1,3,4,11,{-1;2;-1;2;-1;2;-1;2;-3;2;-3},reversible,D1,Not Montesinos
11a_74,Y,11a_74,324,[4; 10; 12; 14; 18; 2; 6; 20; 22; 8; 16],[213;3;2],{-1; 2; -3; 1; -4; 5; -6; 7; -8; 3; -2; 4; -5; 6; -9; 10; -11; 8; -7; 9; -10; 11},[[4;2;5;1];[12;6;13;5];[10;3;11;4];[2;11;3;12];[14;8;15;7];[6;14;7;13];[20;16;21;15];[18;9;19;10];[8;19;9;20];[22;18;1;17];[16;22;17;21]],11,2,3,4,11,{-1;2;-1;2;2;2;-3;2;2;2;-3},reversible,D1,K(1/2;1/3;3/11)
11a_75,Y,11a_75,325,[4; 10; 12; 14; 18; 2; 6; 22; 20; 8; 16],[23312],{-1; 2; -3; 1; -4; 5; -6; 7; -8; 3; -2; 4; -5; 6; -9; 10; -11; 8; -7; 11; -10; 9},[[4;2;5;1];[12;6;13;5];[10;3;11;4];[2;11;3;12];[14;8;15;7];[6;14;7;13];[20;18;21;17];[18;9;19;10];[8;19;9;20];[22;16;1;15];[16;22;17;21]],11,2,2,5,12,{-1;2;-1;2;2;2;2;3;-2;-4;3;-4},reversible,D2,K(36/83)
11a_76,Y,11a_76,326,[4; 10; 12; 14; 18; 2; 20; 8; 22; 6; 16],[.2110.2.2],{-1; 2; -3; 1; -4; 5; -6; 7; -8; 3; -2; 4; -9; 6; -7; 10; -11; 8; -5; 9; -10; 11},[[4;2;5;1];[12;6;13;5];[10;3;11;4];[2;11;3;12];[20;14;21;13];[14;7;15;8];[6;19;7;20];[18;9;19;10];[8;15;9;16];[22;18;1;17];[16;22;17;21]],11,2,3,4,11,{-1;-1;2;-1;2;-3;2;-1;-3;2;2},chiral,1,Not Montesinos
11a_77,Y,11a_77,327,[4; 10; 12; 14; 18; 2; 22; 20; 8; 16; 6],[22111112],{-1; 2; -3; 1; -4; 5; -6; 7; -8; 3; -2; 4; -9; 6; -10; 11; -7; 8; -11; 10; -5; 9},[[4;2;5;1];[12;6;13;5];[10;3;11;4];[2;11;3;12];[22;14;1;13];[14;7;15;8];[6;21;7;22];[18;9;19;10];[20;15;21;16];[16;19;17;20];[8;17;9;18]],11,1,2,5,12,{-1;-1;-1;-2;1;-2;3;-2;3;-4;3;-4},reversible,D2,K(76/131)
11a_78,Y,11a_78,328,[4; 10; 12; 14; 20; 2; 16; 6; 22; 8; 18],[22;21;21+],{-1; 2; -3; 1; -4; 5; -6; 7; -8; 3; -2; 4; -9; 6; -5; 9; -10; 11; -7; 8; -11; 10},[[4;2;5;1];[12;6;13;5];[10;3;11;4];[2;11;3;12];[20;10;21;9];[22;18;1;17];[18;22;19;21];[16;14;17;13];[14;7;15;8];[6;15;7;16];[8;20;9;19]],11,1,3,5,14,{1;1;1;2;-1;2;-3;2;2;-4;3;-2;-4;-3},reversible,D2,K(2/3;2/3;7/5)
11a_79,Y,11a_79,329,[4; 10; 12; 14; 20; 2; 18; 8; 22; 6; 16],[.211.2.20],{-1; 2; -3; 1; -4; 5; -6; 7; -8; 3; -2; 4; -9; 6; -7; 10; -11; 9; -5; 8; -10; 11},[[4;2;5;1];[12;6;13;5];[10;3;11;4];[2;11;3;12];[20;10;21;9];[22;17;1;18];[18;13;19;14];[14;7;15;8];[8;15;9;16];[16;21;17;22];[6;20;7;19]],11,2,3,4,11,{-1;-1;2;-1;-1;2;-1;2;-3;2;-3},chiral,1,Not Montesinos
11a_80,Y,11a_80,330,[4; 10; 12; 14; 22; 2; 18; 20; 6; 8; 16],[.212.2],{-1; 2; -3; 1; -4; 5; -6; 7; -8; 3; -2; 4; -9; 6; -10; 11; -5; 9; -7; 10; -11; 8},[[4;2;5;1];[12;6;13;5];[10;3;11;4];[2;11;3;12];[22;10;1;9];[6;17;7;18];[14;7;15;8];[18;14;19;13];[8;20;9;19];[16;21;17;22];[20;15;21;16]],11,1,3,4,11,{-1;-1;2;-1;2;-1;2;2;-3;2;-3},chiral,1,Not Montesinos
